id;goal;social goals;communication and contact;volunteer work and idealism;career goals;grades;duration of studies;graduation;orientation;job opportunities;networking;status and wealth;safety;educational goals;knowledge;comprehension;competences;personal growth;scientific methods;concrete goals;practical experiences;going abroad;foreign languages;temporal scope;within this semester;within studies;beyond studies;private or professional;professional;private;other tags;nonsense;fun, happiness, satisfaction;S.M.A.R.T.;programming;too vague;sport
1818;Menschen Mathematik näher zu bringen, die unzähligen Möglichkeiten zu zeigen und ihnen die Angst davor zu nehmen die im laufe der Schulzeit kam.;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1819;Fundiertes Wissen aneignen um selbstsicher auftreten zu können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1820;Abschlüsse, Kontakte in die Praxis/Wirtschaft/potentielle Arbeitgeber;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1821;Berufsperspektiven;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1822;Endlich die Universität verlassen und nie wieder kommen.;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False
1823;Kompetenzentwicklung im betriebswirtschaftlichen Bereich;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1824;Entscheidungen über meinen weiteren Bildungsweg treffen können.;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1825;In das Fach Germanistik reinschnuppern.;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
1826;Studium abschließen, mehr Geld verdienen im späteren Beruf, ;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1827;Berufserfahrung durch Praktika oder Aushilfstätigkeiten sammeln;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1828;Neue Perspektiven auf das Leben zu gewinnen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
1829;Überall auf der Welt arbeiten zu können;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1830;Eigene Schwächen und Stärken besser kennenlernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1831;lernen, empirische Daten auf Basis von Design und Durchführung von Experimenten kritisch hinterfragen zu können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1832;Herausfinden, wo sich meine Stärken mit meinen Interessen überschneiden.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1833;Möglichkeiten zum internationalen Austausch nutzen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1834;Studium erfolgreich abschließen;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1835;einen akademischen Abschluss erwerben;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1836;wisschenschaftliches Arbeiten;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1837;Kompetenzen stärken im Umgang mit wissenschaftlichen Daten, Vorträgen, Fachliteratur;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1838;Organisationsfähigkeit erlernen und Selbstdisziplin;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1839;Qualifikation erwerben (Abschluss, Zugang zu weiteren Qualifikationen);False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1840;Material für den Unterricht sammeln.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1841;Auslandsaufenthalt;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1842;Hohes Gehalt im Beruf;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1843;Problemlösungskompetenzen erlangen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1844;Herausfinden, was ich beruflich machen möchte und durch meinen Bachelor breit aufgestellt bleiben.;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1845;Möglichkeiten im Ausland arbeiten zu können;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1846;Ein NC der für einen Masterplatz in klinischer Psychologie an meiner Uni reicht. ;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1847;In meinem Ehrenamt beim Kinderschutzbund erste Erfahrungen in der Arbeit mit Kindern und Jugendlichen sammeln.;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
